#NAME	SENSE	SAMPLE	HAPLOTYPE	LOCUS	PHASE_BLOCK	SUBRANGE
HG03492#1#JAHEPI010000460.1#0[3781-55583]	HAPLOTYPE	HG03492	1	JAHEPI010000460.1	0	3781-55583
HG01952#1#JAHAME010000263.1#0	HAPLOTYPE	HG01952	1	JAHAME010000263.1	0	NO_SUBRANGE
HG01978#2#JAGYVR010000003.1#0[53612145-54002518]	HAPLOTYPE	HG01978	2	JAGYVR010000003.1	0	53612145-54002518
HG00741#1#JAHALY010000019.1#0[136570116-141177389]	HAPLOTYPE	HG00741	1	JAHALY010000019.1	0	136570116-141177389
HG02572#2#JAHAOV010000504.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000504.1	0	NO_SUBRANGE
HG00621#1#JAHBCD010000047.1#0	HAPLOTYPE	HG00621	1	JAHBCD010000047.1	0	NO_SUBRANGE
HG02486#1#JAGYVM010000040.1#0[5747-2900461]	HAPLOTYPE	HG02486	1	JAGYVM010000040.1	0	5747-2900461
HG03516#2#JAGYYS010000129.1#0[10708-767181]	HAPLOTYPE	HG03516	2	JAGYYS010000129.1	0	10708-767181
HG00621#2#JAHBCC010000034.1#0	HAPLOTYPE	HG00621	2	JAHBCC010000034.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000220.1#0[745-1925855]	HAPLOTYPE	HG02080	1	JAHEOW010000220.1	0	745-1925855
HG03579#2#JAGYVT010000156.1#0	HAPLOTYPE	HG03579	2	JAGYVT010000156.1	0	NO_SUBRANGE
HG02886#2#JAHAOT010000277.1#0	HAPLOTYPE	HG02886	2	JAHAOT010000277.1	0	NO_SUBRANGE
HG00621#2#JAHBCC010000042.1#0[13624683-15295992]	HAPLOTYPE	HG00621	2	JAHBCC010000042.1	0	13624683-15295992
HG01358#1#JAGYZB010000327.1#0	HAPLOTYPE	HG01358	1	JAGYZB010000327.1	0	NO_SUBRANGE
HG03098#2#JAHEPL010000057.1#0[5606279-57673398]	HAPLOTYPE	HG03098	2	JAHEPL010000057.1	0	5606279-57673398
HG03098#1#JAHEPM010000029.1#0[13-37335626]	HAPLOTYPE	HG03098	1	JAHEPM010000029.1	0	13-37335626
HG03453#2#JAGYVV010000158.1#0[3274348-4168325]	HAPLOTYPE	HG03453	2	JAGYVV010000158.1	0	3274348-4168325
HG01952#2#JAHAMD010000059.1#0	HAPLOTYPE	HG01952	2	JAHAMD010000059.1	0	NO_SUBRANGE
NA21309#2#JAHEPB010000332.1#0	HAPLOTYPE	NA21309	2	JAHEPB010000332.1	0	NO_SUBRANGE
HG00735#1#JAHBCH010000136.1#0	HAPLOTYPE	HG00735	1	JAHBCH010000136.1	0	NO_SUBRANGE
HG01978#2#JAGYVR010000032.1#0[195-34139292]	HAPLOTYPE	HG01978	2	JAGYVR010000032.1	0	195-34139292
HG03486#2#JAHEOP010000099.1#0[1346072-1358980]	HAPLOTYPE	HG03486	2	JAHEOP010000099.1	0	1346072-1358980
HG02109#2#JAHEPF010000185.1#0	HAPLOTYPE	HG02109	2	JAHEPF010000185.1	0	NO_SUBRANGE
HG01071#1#JAHBCF010000255.1#0	HAPLOTYPE	HG01071	1	JAHBCF010000255.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000051.1#0[48-41285844]	HAPLOTYPE	HG01109	1	JAHEPA010000051.1	0	48-41285844
HG03579#1#JAGYVU010000204.1#0[194-2320317]	HAPLOTYPE	HG03579	1	JAGYVU010000204.1	0	194-2320317
HG03516#2#JAGYYS010000030.1#0	HAPLOTYPE	HG03516	2	JAGYYS010000030.1	0	NO_SUBRANGE
HG00438#2#JAHBCA010000010.1#0[951-110546816]	HAPLOTYPE	HG00438	2	JAHBCA010000010.1	0	951-110546816
HG02630#1#JAHAOQ010000005.1#0[1059735-2240992]	HAPLOTYPE	HG02630	1	JAHAOQ010000005.1	0	1059735-2240992
HG03453#2#JAGYVV010000125.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000125.1	0	NO_SUBRANGE
HG02572#2#JAHAOV010000006.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000006.1	0	NO_SUBRANGE
HG02630#1#JAHAOQ010000154.1#0[270094-10620409]	HAPLOTYPE	HG02630	1	JAHAOQ010000154.1	0	270094-10620409
HG02486#1#JAGYVM010000017.1#0	HAPLOTYPE	HG02486	1	JAGYVM010000017.1	0	NO_SUBRANGE
HG03098#1#JAHEPM010000021.1#0[67712995-68246510]	HAPLOTYPE	HG03098	1	JAHEPM010000021.1	0	67712995-68246510
HG02886#2#JAHAOT010000053.1#0[4009175-6823722]	HAPLOTYPE	HG02886	2	JAHAOT010000053.1	0	4009175-6823722
HG00438#1#JAHBCB010000002.1#0[20341426-20769366]	HAPLOTYPE	HG00438	1	JAHBCB010000002.1	0	20341426-20769366
HG02572#1#JAHAOW010000032.1#0[21217224-22451113]	HAPLOTYPE	HG02572	1	JAHAOW010000032.1	0	21217224-22451113
HG03098#1#JAHEPM010000065.1#0	HAPLOTYPE	HG03098	1	JAHEPM010000065.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000354.1#0[132-202315]	HAPLOTYPE	NA21309	1	JAHEPC010000354.1	0	132-202315
HG02818#1#JAHEOS010000183.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000183.1	0	NO_SUBRANGE
HG01258#2#JAGYYU010000079.1#0[11504651-14342055]	HAPLOTYPE	HG01258	2	JAGYYU010000079.1	0	11504651-14342055
NA20129#1#JAHEPE010000231.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000231.1	0	NO_SUBRANGE
HG02257#2#JAGYVH010000107.1#0[9463-930713]	HAPLOTYPE	HG02257	2	JAGYVH010000107.1	0	9463-930713
HG01358#1#JAGYZB010000120.1#0	HAPLOTYPE	HG01358	1	JAGYZB010000120.1	0	NO_SUBRANGE
HG02723#2#JAHEOT010000312.1#0[337-227330]	HAPLOTYPE	HG02723	2	JAHEOT010000312.1	0	337-227330
HG01361#2#JAGYYW010000130.1#0[14308-817871]	HAPLOTYPE	HG01361	2	JAGYYW010000130.1	0	14308-817871
HG02257#1#JAGYVI010000074.1#0[1-750065]	HAPLOTYPE	HG02257	1	JAGYVI010000074.1	0	1-750065
HG02630#1#JAHAOQ010000288.1#0	HAPLOTYPE	HG02630	1	JAHAOQ010000288.1	0	NO_SUBRANGE
HG02630#2#JAHAOP010000034.1#0	HAPLOTYPE	HG02630	2	JAHAOP010000034.1	0	NO_SUBRANGE
HG01358#1#JAGYZB010000015.1#0	HAPLOTYPE	HG01358	1	JAGYZB010000015.1	0	NO_SUBRANGE
HG02148#1#JAHAMG010000130.1#0[1142475-2044736]	HAPLOTYPE	HG02148	1	JAHAMG010000130.1	0	1142475-2044736
HG02630#2#JAHAOP010000136.1#0[454345-6176054]	HAPLOTYPE	HG02630	2	JAHAOP010000136.1	0	454345-6176054
HG02723#2#JAHEOT010000299.1#0	HAPLOTYPE	HG02723	2	JAHEOT010000299.1	0	NO_SUBRANGE
HG03579#2#JAGYVT010000034.1#0	HAPLOTYPE	HG03579	2	JAGYVT010000034.1	0	NO_SUBRANGE
HG01109#2#JAHEOZ010000212.1#0	HAPLOTYPE	HG01109	2	JAHEOZ010000212.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000254.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000254.1	0	NO_SUBRANGE
HG00741#2#JAHALX010000039.1#0	HAPLOTYPE	HG00741	2	JAHALX010000039.1	0	NO_SUBRANGE
HG02486#2#JAGYVL010000133.1#0	HAPLOTYPE	HG02486	2	JAGYVL010000133.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000176.1#0	HAPLOTYPE	HG01978	1	JAGYVS010000176.1	0	NO_SUBRANGE
HG01928#2#JAGYVP010000099.1#0[4701227-9480975]	HAPLOTYPE	HG01928	2	JAGYVP010000099.1	0	4701227-9480975
HG02109#1#JAHEPG010000264.1#0[1278212-3630952]	HAPLOTYPE	HG02109	1	JAHEPG010000264.1	0	1278212-3630952
HG01243#1#JAHEOY010000218.1#0[404-36019]	HAPLOTYPE	HG01243	1	JAHEOY010000218.1	0	404-36019
HG02572#1#JAHAOW010000586.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000586.1	0	NO_SUBRANGE
HG03540#2#JAGYVX010000049.1#0	HAPLOTYPE	HG03540	2	JAGYVX010000049.1	0	NO_SUBRANGE
HG02148#2#JAHAMF010000006.1#0[275601-90694292]	HAPLOTYPE	HG02148	2	JAHAMF010000006.1	0	275601-90694292
HG00621#2#JAHBCC010000139.1#0	HAPLOTYPE	HG00621	2	JAHBCC010000139.1	0	NO_SUBRANGE
HG00673#2#JAHBBY010000177.1#0[225292-3016962]	HAPLOTYPE	HG00673	2	JAHBBY010000177.1	0	225292-3016962
HG02572#1#JAHAOW010000626.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000626.1	0	NO_SUBRANGE
HG02886#1#JAHAOU010000460.1#0	HAPLOTYPE	HG02886	1	JAHAOU010000460.1	0	NO_SUBRANGE
HG02723#2#JAHEOT010000186.1#0[36854-195704]	HAPLOTYPE	HG02723	2	JAHEOT010000186.1	0	36854-195704
HG02080#2#JAHEOV010000261.1#0	HAPLOTYPE	HG02080	2	JAHEOV010000261.1	0	NO_SUBRANGE
HG01928#2#JAGYVP010000014.1#0	HAPLOTYPE	HG01928	2	JAGYVP010000014.1	0	NO_SUBRANGE
HG01106#1#JAHAMC010000064.1#0[3650-16120369]	HAPLOTYPE	HG01106	1	JAHAMC010000064.1	0	3650-16120369
HG01361#2#JAGYYW010000008.1#0	HAPLOTYPE	HG01361	2	JAGYYW010000008.1	0	NO_SUBRANGE
HG01243#2#JAHEOX010000135.1#0[95544-1002365]	HAPLOTYPE	HG01243	2	JAHEOX010000135.1	0	95544-1002365
HG02572#1#JAHAOW010000065.1#0[26211375-26467455]	HAPLOTYPE	HG02572	1	JAHAOW010000065.1	0	26211375-26467455
HG03453#2#JAGYVV010000283.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000283.1	0	NO_SUBRANGE
HG03453#1#JAGYVW010000319.1#0	HAPLOTYPE	HG03453	1	JAGYVW010000319.1	0	NO_SUBRANGE
HG02486#1#JAGYVM010000024.1#0	HAPLOTYPE	HG02486	1	JAGYVM010000024.1	0	NO_SUBRANGE
HG03516#2#JAGYYS010000247.1#0	HAPLOTYPE	HG03516	2	JAGYYS010000247.1	0	NO_SUBRANGE
HG03486#2#JAHEOP010000282.1#0	HAPLOTYPE	HG03486	2	JAHEOP010000282.1	0	NO_SUBRANGE
HG01175#2#JAHALZ010000253.1#0[4-84695]	HAPLOTYPE	HG01175	2	JAHALZ010000253.1	0	4-84695
HG01952#2#JAHAMD010000132.1#0[105589-1085006]	HAPLOTYPE	HG01952	2	JAHAMD010000132.1	0	105589-1085006
HG03098#2#JAHEPL010000177.1#0[978-1032047]	HAPLOTYPE	HG03098	2	JAHEPL010000177.1	0	978-1032047
HG03098#1#JAHEPM010000426.1#0	HAPLOTYPE	HG03098	1	JAHEPM010000426.1	0	NO_SUBRANGE
HG02055#2#JAHEPJ010000054.1#0[38-28007894]	HAPLOTYPE	HG02055	2	JAHEPJ010000054.1	0	38-28007894
HG02109#2#JAHEPF010000290.1#0	HAPLOTYPE	HG02109	2	JAHEPF010000290.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000043.1#0[271-54639450]	HAPLOTYPE	HG01952	2	JAHAMD010000043.1	0	271-54639450
HG02630#2#JAHAOP010000199.1#0[14005-39588]	HAPLOTYPE	HG02630	2	JAHAOP010000199.1	0	14005-39588
HG01258#2#JAGYYU010000048.1#0[2636620-22434844]	HAPLOTYPE	HG01258	2	JAGYYU010000048.1	0	2636620-22434844
HG03516#1#JAGYYT010000064.1#0	HAPLOTYPE	HG03516	1	JAGYYT010000064.1	0	NO_SUBRANGE
HG02145#2#JAHKSF010000244.1#0[226-1736414]	HAPLOTYPE	HG02145	2	JAHKSF010000244.1	0	226-1736414
HG01123#2#JAGYYY010000107.1#0[1388185-2090485]	HAPLOTYPE	HG01123	2	JAGYYY010000107.1	0	1388185-2090485
HG02572#1#JAHAOW010000203.1#0[5767-467035]	HAPLOTYPE	HG02572	1	JAHAOW010000203.1	0	5767-467035
HG02257#2#JAGYVH010000009.1#0	HAPLOTYPE	HG02257	2	JAGYVH010000009.1	0	NO_SUBRANGE
HG03492#2#JAHEPH010000079.1#0[67438-1311037]	HAPLOTYPE	HG03492	2	JAHEPH010000079.1	0	67438-1311037
GRCh38#0#chrUn_KI270741v1	REFERENCE	GRCh38	0	chrUn_KI270741v1	NO_PHASE_BLOCK	NO_SUBRANGE
HG03098#2#JAHEPL010000096.1#0[1705725-5828267]	HAPLOTYPE	HG03098	2	JAHEPL010000096.1	0	1705725-5828267
HG02572#1#JAHAOW010000104.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000104.1	0	NO_SUBRANGE
HG00735#1#JAHBCH010000051.1#0	HAPLOTYPE	HG00735	1	JAHBCH010000051.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000209.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000209.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000087.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000087.1	0	NO_SUBRANGE
NA18906#1#JAHEOO010000092.1#0[1-11605368]	HAPLOTYPE	NA18906	1	JAHEOO010000092.1	0	1-11605368
HG02257#2#JAGYVH010000105.1#0[88260-3027573]	HAPLOTYPE	HG02257	2	JAGYVH010000105.1	0	88260-3027573
HG01358#2#JAGYZA010000129.1#0[2962-1344513]	HAPLOTYPE	HG01358	2	JAGYZA010000129.1	0	2962-1344513
HG02818#2#JAHEOR010000010.1#0[14409022-15117482]	HAPLOTYPE	HG02818	2	JAHEOR010000010.1	0	14409022-15117482
HG02818#1#JAHEOS010000095.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000095.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000097.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000097.1	0	NO_SUBRANGE
HG02055#1#JAHEPK010000018.1#0[1546851-29253326]	HAPLOTYPE	HG02055	1	JAHEPK010000018.1	0	1546851-29253326
HG02630#2#JAHAOP010000040.1#0[190-15479341]	HAPLOTYPE	HG02630	2	JAHAOP010000040.1	0	190-15479341
HG02148#1#JAHAMG010000223.1#0	HAPLOTYPE	HG02148	1	JAHAMG010000223.1	0	NO_SUBRANGE
HG02622#2#JAHAON010000234.1#0[275-82511]	HAPLOTYPE	HG02622	2	JAHAON010000234.1	0	275-82511
HG03540#1#JAGYVY010000045.1#0	HAPLOTYPE	HG03540	1	JAGYVY010000045.1	0	NO_SUBRANGE
HG01928#1#JAGYVQ010000033.1#0[1193-14923025]	HAPLOTYPE	HG01928	1	JAGYVQ010000033.1	0	1193-14923025
NA21309#2#JAHEPB010000117.1#0[363-1824986]	HAPLOTYPE	NA21309	2	JAHEPB010000117.1	0	363-1824986
HG01109#2#JAHEOZ010000064.1#0[946945-1624846]	HAPLOTYPE	HG01109	2	JAHEOZ010000064.1	0	946945-1624846
GRCh38#chrUn_KI270510v1	REFERENCE	GRCh38	NO_HAPLOTYPE	chrUn_KI270510v1	NO_PHASE_BLOCK	NO_SUBRANGE
HG02886#1#JAHAOU010000169.1#0[713-8499529]	HAPLOTYPE	HG02886	1	JAHAOU010000169.1	0	713-8499529
HG02257#2#JAGYVH010000048.1#0[29944056-30228859]	HAPLOTYPE	HG02257	2	JAGYVH010000048.1	0	29944056-30228859
HG02630#2#JAHAOP010000055.1#0	HAPLOTYPE	HG02630	2	JAHAOP010000055.1	0	NO_SUBRANGE
HG03579#2#JAGYVT010000149.1#0	HAPLOTYPE	HG03579	2	JAGYVT010000149.1	0	NO_SUBRANGE
HG01071#2#JAHBCE010000005.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000005.1	0	NO_SUBRANGE
HG02630#1#JAHAOQ010000111.1#0	HAPLOTYPE	HG02630	1	JAHAOQ010000111.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000252.1#0[1682396-1805765]	HAPLOTYPE	NA21309	1	JAHEPC010000252.1	0	1682396-1805765
HG01071#2#JAHBCE010000014.1#0[2749879-3425833]	HAPLOTYPE	HG01071	2	JAHBCE010000014.1	0	2749879-3425833
HG01106#2#JAHAMB010000027.1#0[27580377-29501042]	HAPLOTYPE	HG01106	2	JAHAMB010000027.1	0	27580377-29501042
HG02622#1#JAHAOO010000011.1#0[78491066-78665277]	HAPLOTYPE	HG02622	1	JAHAOO010000011.1	0	78491066-78665277
HG00741#1#JAHALY010000009.1#0[21892661-22962757]	HAPLOTYPE	HG00741	1	JAHALY010000009.1	0	21892661-22962757
HG03098#2#JAHEPL010000039.1#0[66-3440326]	HAPLOTYPE	HG03098	2	JAHEPL010000039.1	0	66-3440326
HG01978#2#JAGYVR010000051.1#0	HAPLOTYPE	HG01978	2	JAGYVR010000051.1	0	NO_SUBRANGE
HG01928#1#JAGYVQ010000138.1#0	HAPLOTYPE	HG01928	1	JAGYVQ010000138.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000069.1#0[2605374-11909459]	HAPLOTYPE	HG01978	1	JAGYVS010000069.1	0	2605374-11909459
HG01358#1#JAGYZB010000012.1#0[8173179-63728978]	HAPLOTYPE	HG01358	1	JAGYZB010000012.1	0	8173179-63728978
NA20129#2#JAHEPD010000117.1#0[17471505-18261860]	HAPLOTYPE	NA20129	2	JAHEPD010000117.1	0	17471505-18261860
HG00621#2#JAHBCC010000225.1#0	HAPLOTYPE	HG00621	2	JAHBCC010000225.1	0	NO_SUBRANGE
HG03098#1#JAHEPM010000392.1#0[477-12989]	HAPLOTYPE	HG03098	1	JAHEPM010000392.1	0	477-12989
HG01243#2#JAHEOX010000046.1#0[5371967-9748671]	HAPLOTYPE	HG01243	2	JAHEOX010000046.1	0	5371967-9748671
HG02630#2#JAHAOP010000096.1#0[1-17171928]	HAPLOTYPE	HG02630	2	JAHAOP010000096.1	0	1-17171928
CHM13#0#chr2[91599457-91761490]	REFERENCE	CHM13	0	chr2	NO_PHASE_BLOCK	91599457-91761490
HG02486#2#JAGYVL010000054.1#0[35000337-35792325]	HAPLOTYPE	HG02486	2	JAGYVL010000054.1	0	35000337-35792325
CHM13#0#chr9[1-40651509]	REFERENCE	CHM13	0	chr9	NO_PHASE_BLOCK	1-40651509
NA21309#1#JAHEPC010000130.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000130.1	0	NO_SUBRANGE
HG01175#2#JAHALZ010000109.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000109.1	0	NO_SUBRANGE
HG00621#2#JAHBCC010000074.1#0[7710000-7744439]	HAPLOTYPE	HG00621	2	JAHBCC010000074.1	0	7710000-7744439
HG01952#2#JAHAMD010000065.1#0[183670-24900608]	HAPLOTYPE	HG01952	2	JAHAMD010000065.1	0	183670-24900608
HG02257#2#JAGYVH010000092.1#0	HAPLOTYPE	HG02257	2	JAGYVH010000092.1	0	NO_SUBRANGE
HG00735#2#JAHBCG010000109.1#0[37617-2109168]	HAPLOTYPE	HG00735	2	JAHBCG010000109.1	0	37617-2109168
HG01358#2#JAGYZA010000006.1#0[4263497-47567675]	HAPLOTYPE	HG01358	2	JAGYZA010000006.1	0	4263497-47567675
HG01258#2#JAGYYU010000058.1#0	HAPLOTYPE	HG01258	2	JAGYYU010000058.1	0	NO_SUBRANGE
HG02572#1#JAHAOW010000029.1#0[2083749-19114439]	HAPLOTYPE	HG02572	1	JAHAOW010000029.1	0	2083749-19114439
HG02109#1#JAHEPG010000010.1#0[2731-5873193]	HAPLOTYPE	HG02109	1	JAHEPG010000010.1	0	2731-5873193
HG01175#1#JAHAMA010000036.1#0	HAPLOTYPE	HG01175	1	JAHAMA010000036.1	0	NO_SUBRANGE
HG01175#1#JAHAMA010000010.1#0[21921861-126764473]	HAPLOTYPE	HG01175	1	JAHAMA010000010.1	0	21921861-126764473
HG03492#1#JAHEPI010000018.1#0	HAPLOTYPE	HG03492	1	JAHEPI010000018.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000175.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000175.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000661.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000661.1	0	NO_SUBRANGE
HG02055#1#JAHEPK010000225.1#0	HAPLOTYPE	HG02055	1	JAHEPK010000225.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000327.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000327.1	0	NO_SUBRANGE
HG01361#1#JAGYYX010000008.1#0	HAPLOTYPE	HG01361	1	JAGYYX010000008.1	0	NO_SUBRANGE
HG02723#2#JAHEOT010000261.1#0	HAPLOTYPE	HG02723	2	JAHEOT010000261.1	0	NO_SUBRANGE
HG01071#2#JAHBCE010000117.1#0[9936-835123]	HAPLOTYPE	HG01071	2	JAHBCE010000117.1	0	9936-835123
HG02886#2#JAHAOT010000008.1#0	HAPLOTYPE	HG02886	2	JAHAOT010000008.1	0	NO_SUBRANGE
HG00741#2#JAHALX010000102.1#0[3084476-4840736]	HAPLOTYPE	HG00741	2	JAHALX010000102.1	0	3084476-4840736
HG01952#1#JAHAME010000001.1#0[3251-124723943]	HAPLOTYPE	HG01952	1	JAHAME010000001.1	0	3251-124723943
NA21309#1#JAHEPC010000154.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000154.1	0	NO_SUBRANGE
HG03492#1#JAHEPI010000050.1#0[3108814-3600609]	HAPLOTYPE	HG03492	1	JAHEPI010000050.1	0	3108814-3600609
HG02818#2#JAHEOR010000092.1#0[7-2619118]	HAPLOTYPE	HG02818	2	JAHEOR010000092.1	0	7-2619118
HG03492#2#JAHEPH010000123.1#0	HAPLOTYPE	HG03492	2	JAHEPH010000123.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000176.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000176.1	0	NO_SUBRANGE
NA18906#2#JAHEON010000054.1#0	HAPLOTYPE	NA18906	2	JAHEON010000054.1	0	NO_SUBRANGE
HG00673#2#JAHBBY010000274.1#0[14-177866]	HAPLOTYPE	HG00673	2	JAHBBY010000274.1	0	14-177866
HG03579#2#JAGYVT010000055.1#0	HAPLOTYPE	HG03579	2	JAGYVT010000055.1	0	NO_SUBRANGE
HG00735#2#JAHBCG010000149.1#0	HAPLOTYPE	HG00735	2	JAHBCG010000149.1	0	NO_SUBRANGE
HG01071#1#JAHBCF010000001.1#0[5202318-5504098]	HAPLOTYPE	HG01071	1	JAHBCF010000001.1	0	5202318-5504098
HG01258#2#JAGYYU010000009.1#0[100666512-101954298]	HAPLOTYPE	HG01258	2	JAGYYU010000009.1	0	100666512-101954298
HG02723#2#JAHEOT010000235.1#0	HAPLOTYPE	HG02723	2	JAHEOT010000235.1	0	NO_SUBRANGE
HG02572#1#JAHAOW010000400.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000400.1	0	NO_SUBRANGE
HG02055#1#JAHEPK010000110.1#0[10725698-11759044]	HAPLOTYPE	HG02055	1	JAHEPK010000110.1	0	10725698-11759044
HG03540#2#JAGYVX010000168.1#0[1363594-1669489]	HAPLOTYPE	HG03540	2	JAGYVX010000168.1	0	1363594-1669489
HG02630#1#JAHAOQ010000014.1#0[291-2901024]	HAPLOTYPE	HG02630	1	JAHAOQ010000014.1	0	291-2901024
HG03486#2#JAHEOP010000162.1#0	HAPLOTYPE	HG03486	2	JAHEOP010000162.1	0	NO_SUBRANGE
HG00735#1#JAHBCH010000130.1#0	HAPLOTYPE	HG00735	1	JAHBCH010000130.1	0	NO_SUBRANGE
HG01891#1#JAGYVO010000013.1#0	HAPLOTYPE	HG01891	1	JAGYVO010000013.1	0	NO_SUBRANGE
HG01891#1#JAGYVO010000057.1#0[2328-8791886]	HAPLOTYPE	HG01891	1	JAGYVO010000057.1	0	2328-8791886
HG02145#1#JAHKSG010000074.1#0[1806-4919052]	HAPLOTYPE	HG02145	1	JAHKSG010000074.1	0	1806-4919052
HG02109#2#JAHEPF010000143.1#0[20228360-20654791]	HAPLOTYPE	HG02109	2	JAHEPF010000143.1	0	20228360-20654791
HG03453#1#JAGYVW010000085.1#0[3893889-63913051]	HAPLOTYPE	HG03453	1	JAGYVW010000085.1	0	3893889-63913051
HG03579#1#JAGYVU010000462.1#0[8-21635]	HAPLOTYPE	HG03579	1	JAGYVU010000462.1	0	8-21635
HG02886#1#JAHAOU010000125.1#0	HAPLOTYPE	HG02886	1	JAHAOU010000125.1	0	NO_SUBRANGE
HG02559#2#JAGYVJ010000060.1#0	HAPLOTYPE	HG02559	2	JAGYVJ010000060.1	0	NO_SUBRANGE
HG03579#2#JAGYVT010000014.1#0[11832140-13175324]	HAPLOTYPE	HG03579	2	JAGYVT010000014.1	0	11832140-13175324
NA20129#2#JAHEPD010000426.1#0	HAPLOTYPE	NA20129	2	JAHEPD010000426.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000339.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000339.1	0	NO_SUBRANGE
HG02148#2#JAHAMF010000009.1#0	HAPLOTYPE	HG02148	2	JAHAMF010000009.1	0	NO_SUBRANGE
HG03453#1#JAGYVW010000316.1#0[107-178476]	HAPLOTYPE	HG03453	1	JAGYVW010000316.1	0	107-178476
HG02818#2#JAHEOR010000015.1#0[256-23381461]	HAPLOTYPE	HG02818	2	JAHEOR010000015.1	0	256-23381461
HG01175#2#JAHALZ010000015.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000015.1	0	NO_SUBRANGE
HG02257#1#JAGYVI010000291.1#0	HAPLOTYPE	HG02257	1	JAGYVI010000291.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000725.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000725.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000114.1#0[1354493-1371015]	HAPLOTYPE	HG01952	2	JAHAMD010000114.1	0	1354493-1371015
NA21309#1#JAHEPC010000081.1#0[17245049-43333097]	HAPLOTYPE	NA21309	1	JAHEPC010000081.1	0	17245049-43333097
HG00673#1#JAHBBZ010000292.1#0	HAPLOTYPE	HG00673	1	JAHBBZ010000292.1	0	NO_SUBRANGE
HG03098#2#JAHEPL010000040.1#0[556948-1328627]	HAPLOTYPE	HG03098	2	JAHEPL010000040.1	0	556948-1328627
HG02109#2#JAHEPF010000114.1#0	HAPLOTYPE	HG02109	2	JAHEPF010000114.1	0	NO_SUBRANGE
HG00733#1#JAHEPQ010000021.1#0[2-15666365]	HAPLOTYPE	HG00733	1	JAHEPQ010000021.1	0	2-15666365
HG01071#2#JAHBCE010000099.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000099.1	0	NO_SUBRANGE
HG02886#1#JAHAOU010000154.1#0[9-14290293]	HAPLOTYPE	HG02886	1	JAHAOU010000154.1	0	9-14290293
HG02109#1#JAHEPG010000262.1#0	HAPLOTYPE	HG02109	1	JAHEPG010000262.1	0	NO_SUBRANGE
HG03492#2#JAHEPH010000210.1#0[17950-673891]	HAPLOTYPE	HG03492	2	JAHEPH010000210.1	0	17950-673891
HG01258#1#JAGYYV010000029.1#0	HAPLOTYPE	HG01258	1	JAGYYV010000029.1	0	NO_SUBRANGE
HG01928#2#JAGYVP010000080.1#0[9-29749193]	HAPLOTYPE	HG01928	2	JAGYVP010000080.1	0	9-29749193
HG02109#1#JAHEPG010000065.1#0	HAPLOTYPE	HG02109	1	JAHEPG010000065.1	0	NO_SUBRANGE
HG02257#1#JAGYVI010000054.1#0[37425644-37545274]	HAPLOTYPE	HG02257	1	JAGYVI010000054.1	0	37425644-37545274
HG02145#1#JAHKSG010000698.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000698.1	0	NO_SUBRANGE
